farmer_id,county,crop_type,farm_size_acres,rainfall_received_mm,soil_quality_score,fertilizer_used,years_insured,previous_claims_3yr,distance_to_market_km,claim_filed
KE-FARM-0318,Trans Nzoia,Wheat,2.1,577.2,4,1,8,0,50.0,0
KE-FARM-0319,Trans Nzoia,Wheat,4.2,842.7,5,0,13,0,12.4,1
KE-FARM-0320,Meru,Sorghum,3.5,648.2,3,1,2,0,26.3,0
KE-FARM-0321,Uasin Gishu,Wheat,0.5,499.8,5,0,6,2,19.5,1
KE-FARM-0322,Nakuru,Wheat,17.9,762.3,3,1,8,1,3.5,0
KE-FARM-0323,Kitui,Wheat,0.5,736.1,5,0,1,1,27.0,0
KE-FARM-0324,Uasin Gishu,Maize,13.7,790.7,5,1,6,0,1.0,0
KE-FARM-0325,Uasin Gishu,Maize,3.2,702.6,6,1,9,0,4.0,0
KE-FARM-0326,Nyandarua,Maize,13.2,732.9,9,1,15,0,10.2,0
KE-FARM-0327,Meru,Sorghum,0.5,709.7,1,1,13,2,7.5,0
KE-FARM-0328,Nyandarua,Sunflower,2.7,528.4,10,1,10,1,7.8,0
KE-FARM-0329,Uasin Gishu,Wheat,0.7,354.4,6,0,10,2,15.8,1
KE-FARM-0330,Uasin Gishu,Wheat,0.5,521.8,1,1,2,0,2.2,0
KE-FARM-0331,Uasin Gishu,Sorghum,3.8,765.7,6,1,11,1,40.2,0
KE-FARM-0332,Laikipia,Wheat,0.9,542.8,2,1,13,1,5.8,0
KE-FARM-0333,Kitui,Maize,3.5,578.2,8,0,1,1,29.9,0
KE-FARM-0334,Kitui,Sunflower,0.5,425.1,3,0,2,0,4.8,1
KE-FARM-0335,Nyandarua,Beans,1.6,517.3,10,1,5,0,9.2,0
KE-FARM-0336,Uasin Gishu,Wheat,6.1,598.6,6,1,6,0,6.0,0
KE-FARM-0337,Kitui,Maize,2.3,673.9,6,1,1,1,11.3,0
KE-FARM-0338,Trans Nzoia,Beans,4.0,531.2,4,1,7,0,2.0,0
KE-FARM-0339,Kitui,Sunflower,4.2,520.7,5,0,11,1,5.1,0
KE-FARM-0340,Meru,Beans,7.4,726.3,2,1,4,2,1.0,0
KE-FARM-0341,Meru,Maize,1.6,648.8,10,1,9,2,9.1,1
KE-FARM-0342,Kitui,Beans,4.6,667.3,10,1,15,1,32.9,0
KE-FARM-0343,Trans Nzoia,Sorghum,13.0,829.2,8,0,15,0,1.0,0
KE-FARM-0344,Meru,Beans,5.2,524.2,10,0,15,2,10.8,0
KE-FARM-0345,Laikipia,Wheat,2.7,592.6,7,0,6,0,14.9,0
KE-FARM-0346,Kitui,Wheat,4.0,682.7,10,1,9,3,2.4,0
KE-FARM-0347,Laikipia,Sorghum,5.4,469.3,6,0,1,2,3.2,0
KE-FARM-0348,Kitui,Maize,3.8,634.4,7,0,4,1,2.3,0
KE-FARM-0349,Nakuru,Wheat,0.5,603.3,1,1,2,0,3.5,0
KE-FARM-0350,Nakuru,Sunflower,0.9,1016.6,5,0,6,2,1.2,0
KE-FARM-0351,Nakuru,Wheat,6.7,615.0,7,0,15,0,4.6,0
KE-FARM-0352,Meru,Wheat,1.3,773.5,1,0,4,2,4.6,0
KE-FARM-0353,Laikipia,Maize,5.3,724.5,2,0,9,2,16.5,0
KE-FARM-0354,Laikipia,Beans,1.9,426.5,9,1,14,1,16.1,0
KE-FARM-0355,Laikipia,Wheat,3.0,367.7,3,1,3,1,15.9,0
KE-FARM-0356,Trans Nzoia,Sorghum,0.5,637.1,6,1,1,1,8.4,0
KE-FARM-0357,Laikipia,Beans,0.8,788.6,7,1,11,3,3.9,0
KE-FARM-0358,Trans Nzoia,Sunflower,12.6,643.2,9,1,13,1,5.3,0
KE-FARM-0359,Nakuru,Maize,8.8,611.8,5,1,11,0,3.8,0
KE-FARM-0360,Nakuru,Sunflower,4.2,557.4,4,0,1,0,8.7,0
KE-FARM-0361,Meru,Beans,2.5,401.4,2,0,12,3,27.8,1
KE-FARM-0362,Kitui,Beans,4.5,455.9,3,1,9,0,3.3,0
KE-FARM-0363,Nakuru,Beans,3.9,356.7,5,0,9,1,6.1,0
KE-FARM-0364,Kitui,Sunflower,3.4,434.5,2,0,5,0,10.6,1
KE-FARM-0365,Kitui,Beans,0.5,521.1,4,1,15,2,18.6,1
KE-FARM-0366,Meru,Sunflower,4.0,716.4,1,1,2,0,2.9,0
KE-FARM-0367,Uasin Gishu,Beans,5.9,533.2,4,0,9,3,3.3,0
KE-FARM-0368,Uasin Gishu,Sorghum,20.5,638.3,7,0,13,0,21.6,0
KE-FARM-0369,Nyandarua,Beans,0.5,620.3,3,1,12,1,1.0,0
KE-FARM-0370,Meru,Sunflower,5.2,674.9,10,1,13,1,9.3,0
KE-FARM-0371,Nyandarua,Wheat,3.4,444.8,8,0,8,1,19.7,1
KE-FARM-0372,Nyandarua,Beans,2.3,758.9,6,1,13,1,25.5,0
KE-FARM-0373,Uasin Gishu,Wheat,0.5,388.9,6,1,11,0,1.0,0
KE-FARM-0374,Meru,Sorghum,2.1,532.8,1,1,10,1,4.6,0
KE-FARM-0375,Uasin Gishu,Maize,1.8,596.9,5,0,10,0,3.0,0
KE-FARM-0376,Nyandarua,Sorghum,1.4,714.0,3,0,6,0,8.4,0
KE-FARM-0377,Meru,Beans,5.3,806.9,10,1,7,2,10.0,0
KE-FARM-0378,Nyandarua,Wheat,4.8,715.2,1,1,12,2,80.0,0
KE-FARM-0379,Laikipia,Wheat,3.6,812.4,8,0,6,2,7.2,0
KE-FARM-0380,Kitui,Sunflower,11.2,475.6,7,1,15,0,8.0,0
KE-FARM-0381,Meru,Wheat,1.7,778.6,7,0,15,0,5.3,0
KE-FARM-0382,Meru,Sunflower,1.1,752.8,10,0,5,1,1.6,0
KE-FARM-0383,Kitui,Maize,4.3,240.6,10,1,4,0,3.6,1
KE-FARM-0384,Nyandarua,Beans,0.9,566.9,10,0,7,1,2.8,1
KE-FARM-0385,Laikipia,Sunflower,1.5,690.3,4,1,4,3,16.2,1
KE-FARM-0386,Trans Nzoia,Maize,1.0,522.7,6,1,10,0,7.9,0
KE-FARM-0387,Kitui,Wheat,0.5,437.1,9,1,10,1,3.5,0
KE-FARM-0388,Uasin Gishu,Wheat,7.0,917.1,3,1,10,1,6.7,0
KE-FARM-0389,Nyandarua,Maize,1.2,616.7,9,1,9,0,2.5,0
KE-FARM-0390,Kitui,Wheat,2.6,620.8,4,0,5,2,2.0,0
KE-FARM-0391,Kitui,Maize,0.5,403.7,5,1,8,0,19.7,0
KE-FARM-0392,Meru,Sunflower,4.8,508.1,7,1,12,0,29.0,0
KE-FARM-0393,Uasin Gishu,Sunflower,1.6,465.3,6,0,13,0,1.0,0
KE-FARM-0394,Uasin Gishu,Maize,5.5,761.8,10,0,15,1,14.5,0
KE-FARM-0395,Uasin Gishu,Sunflower,2.1,675.7,8,0,12,0,6.0,0
KE-FARM-0396,Kitui,Sunflower,0.9,514.4,8,1,12,2,4.9,0
KE-FARM-0397,Trans Nzoia,Sunflower,2.9,684.1,8,1,6,1,11.7,0
KE-FARM-0398,Nakuru,Sorghum,0.6,562.0,3,1,4,3,3.1,0
KE-FARM-0399,Nyandarua,Beans,2.3,635.2,10,1,12,1,1.0,0
KE-FARM-0400,Nakuru,Wheat,1.5,634.5,6,1,3,1,2.4,0
KE-FARM-0401,Kitui,Sorghum,9.7,663.0,7,1,11,0,2.0,0
KE-FARM-0402,Nakuru,Sunflower,0.5,644.9,9,1,6,2,1.0,0
KE-FARM-0403,Kitui,Maize,4.7,663.2,10,1,1,1,3.9,0
KE-FARM-0404,Nakuru,Sunflower,0.8,788.4,10,1,2,0,6.4,0
KE-FARM-0405,Uasin Gishu,Beans,1.5,696.1,4,1,7,0,13.3,0
KE-FARM-0406,Laikipia,Sunflower,2.1,549.5,5,1,15,1,3.9,0
KE-FARM-0407,Uasin Gishu,Maize,9.5,585.3,8,1,4,2,2.2,0
KE-FARM-0408,Uasin Gishu,Beans,1.1,784.5,1,1,5,1,2.6,1
KE-FARM-0409,Meru,Sunflower,0.5,616.9,6,1,15,1,22.2,0
KE-FARM-0410,Meru,Beans,1.5,543.9,4,1,11,1,2.3,0
KE-FARM-0411,Nakuru,Wheat,0.5,505.3,5,1,10,0,21.1,0
KE-FARM-0412,Kitui,Wheat,0.6,641.0,5,1,1,0,5.9,0
KE-FARM-0413,Uasin Gishu,Sunflower,3.4,471.8,2,1,2,0,27.2,0
KE-FARM-0414,Nakuru,Beans,0.5,792.7,8,0,4,2,5.2,0
KE-FARM-0415,Meru,Maize,0.5,444.3,2,0,8,1,2.0,0
KE-FARM-0416,Laikipia,Sunflower,5.0,821.7,4,1,10,0,8.0,0
KE-FARM-0417,Nyandarua,Wheat,1.8,557.2,5,1,4,0,8.9,0
KE-FARM-0418,Nakuru,Wheat,0.5,438.5,1,1,14,0,10.1,0
KE-FARM-0419,Laikipia,Sunflower,1.2,628.4,6,1,3,1,5.3,1
KE-FARM-0420,Nyandarua,Beans,4.1,457.0,2,1,3,0,1.0,0
KE-FARM-0421,Trans Nzoia,Wheat,1.3,605.2,5,0,12,0,9.9,0
KE-FARM-0422,Nakuru,Beans,2.7,513.4,6,0,5,1,27.0,0
KE-FARM-0423,Nakuru,Wheat,0.5,741.8,8,1,3,0,31.6,0
KE-FARM-0424,Trans Nzoia,Wheat,3.5,620.5,9,0,8,1,9.1,0
KE-FARM-0425,Trans Nzoia,Sorghum,1.5,421.7,6,1,5,0,1.0,0
KE-FARM-0426,Nakuru,Wheat,3.9,510.4,5,1,12,0,1.1,0
KE-FARM-0427,Trans Nzoia,Maize,6.6,705.7,4,1,14,1,18.0,0
KE-FARM-0428,Uasin Gishu,Sunflower,3.8,793.1,2,1,12,2,17.7,1
KE-FARM-0429,Nyandarua,Sunflower,1.4,593.2,2,1,14,0,29.2,0
KE-FARM-0430,Nyandarua,Beans,1.2,443.3,7,0,7,1,8.3,0
KE-FARM-0431,Nyandarua,Wheat,1.6,758.1,5,1,11,0,19.9,0
KE-FARM-0432,Uasin Gishu,Maize,0.7,705.1,7,1,8,2,17.4,1
KE-FARM-0433,Kitui,Beans,0.8,796.0,1,0,5,1,8.9,0
KE-FARM-0434,Trans Nzoia,Sorghum,6.3,643.5,1,0,8,1,15.3,0
KE-FARM-0435,Laikipia,Beans,1.9,521.9,5,0,12,0,1.3,0
KE-FARM-0436,Trans Nzoia,Beans,2.3,677.5,2,0,15,2,10.2,0
KE-FARM-0437,Nakuru,Wheat,3.6,648.9,8,1,3,0,30.7,0
KE-FARM-0438,Meru,Sorghum,3.6,513.8,3,1,15,0,1.8,0
KE-FARM-0439,Nyandarua,Beans,0.5,629.8,1,1,14,1,13.6,0
KE-FARM-0440,Trans Nzoia,Maize,7.1,570.7,2,1,12,0,3.9,0
KE-FARM-0441,Laikipia,Maize,0.8,711.5,10,1,7,0,17.0,0
KE-FARM-0442,Nakuru,Sunflower,5.1,673.8,10,0,8,0,11.9,0
KE-FARM-0443,Uasin Gishu,Sorghum,5.9,442.3,7,1,7,2,26.1,0
KE-FARM-0444,Kitui,Sorghum,5.0,427.1,6,1,14,1,12.4,0
KE-FARM-0445,Uasin Gishu,Sunflower,3.5,586.5,8,1,2,0,5.3,0
KE-FARM-0446,Laikipia,Beans,0.5,604.9,7,1,8,0,1.0,0
KE-FARM-0447,Nakuru,Sorghum,1.8,714.1,10,1,6,0,15.7,0
KE-FARM-0448,Nyandarua,Maize,3.7,677.0,8,0,10,2,5.3,0
KE-FARM-0449,Trans Nzoia,Maize,2.0,818.8,3,1,3,0,11.1,0
KE-FARM-0450,Nakuru,Wheat,8.0,529.9,6,1,4,0,1.1,0
KE-FARM-0451,Kitui,Sorghum,1.5,521.4,7,0,7,2,22.2,0
KE-FARM-0452,Uasin Gishu,Beans,1.4,456.0,10,1,3,2,5.7,0
KE-FARM-0453,Kitui,Sunflower,1.2,712.4,1,1,1,0,25.2,0
KE-FARM-0454,Kitui,Sunflower,1.6,603.3,1,0,6,1,12.3,0
KE-FARM-0455,Laikipia,Beans,3.3,322.0,7,1,3,0,1.3,0
KE-FARM-0456,Laikipia,Wheat,4.9,630.3,3,0,11,0,8.7,0
KE-FARM-0457,Trans Nzoia,Sunflower,4.3,639.9,3,1,15,2,24.1,0
KE-FARM-0458,Laikipia,Sorghum,6.6,578.3,5,0,10,0,16.1,0
KE-FARM-0459,Laikipia,Wheat,8.7,644.5,6,1,6,0,5.4,0
KE-FARM-0460,Nakuru,Sorghum,6.8,417.0,2,0,10,1,31.0,1
KE-FARM-0461,Nyandarua,Maize,0.5,846.2,3,0,12,1,3.1,1
KE-FARM-0462,Trans Nzoia,Wheat,5.3,657.0,6,0,3,3,4.7,0
KE-FARM-0463,Nakuru,Sunflower,0.9,333.9,3,1,6,1,13.9,0
KE-FARM-0464,Nyandarua,Wheat,0.6,599.1,5,1,11,1,2.7,0
KE-FARM-0465,Kitui,Wheat,4.1,661.0,9,1,4,1,7.2,0
KE-FARM-0466,Nakuru,Wheat,1.5,433.1,3,1,13,2,13.0,0
KE-FARM-0467,Meru,Wheat,0.5,680.0,6,1,4,1,10.3,0
KE-FARM-0468,Nakuru,Sorghum,0.6,852.1,5,0,10,3,1.7,0
KE-FARM-0469,Laikipia,Maize,0.5,503.3,5,1,10,0,9.9,0
KE-FARM-0470,Nyandarua,Beans,9.3,664.3,6,0,11,2,8.5,0
KE-FARM-0471,Trans Nzoia,Wheat,0.5,631.3,6,1,2,0,8.2,0
KE-FARM-0472,Trans Nzoia,Sunflower,0.9,745.2,1,1,14,0,17.5,0
KE-FARM-0473,Nyandarua,Wheat,2.2,583.7,9,1,4,2,2.0,0
KE-FARM-0474,Laikipia,Sunflower,1.8,440.0,5,0,11,0,13.9,0
KE-FARM-0475,Uasin Gishu,Sorghum,9.7,735.6,1,1,12,1,14.3,0
KE-FARM-0476,Nakuru,Sunflower,0.5,448.9,8,0,4,1,12.8,1
KE-FARM-0477,Laikipia,Beans,2.9,871.3,7,0,11,2,7.1,1
KE-FARM-0478,Meru,Maize,4.6,684.1,7,0,7,0,5.0,0
KE-FARM-0479,Kitui,Sunflower,10.7,510.2,5,1,5,1,5.0,0
KE-FARM-0480,Nyandarua,Sunflower,3.9,766.3,1,1,8,1,13.2,0
KE-FARM-0481,Nakuru,Maize,6.5,598.6,9,0,7,1,6.9,0
KE-FARM-0482,Trans Nzoia,Beans,0.5,566.8,9,0,10,0,4.1,0
KE-FARM-0483,Kitui,Wheat,2.0,497.9,8,1,9,0,9.8,0
KE-FARM-0484,Uasin Gishu,Sunflower,1.9,318.3,5,1,8,2,18.1,0
KE-FARM-0485,Meru,Maize,8.7,690.7,3,0,15,0,1.0,1
KE-FARM-0486,Trans Nzoia,Sorghum,0.7,355.8,8,0,9,0,35.8,0
KE-FARM-0487,Nyandarua,Maize,0.7,481.0,1,1,1,0,1.0,0
KE-FARM-0488,Nakuru,Sorghum,1.6,664.9,3,1,10,1,7.2,0
KE-FARM-0489,Nyandarua,Beans,0.5,524.9,7,1,13,2,8.2,0
KE-FARM-0490,Kitui,Wheat,0.8,623.6,4,1,12,1,1.5,0
KE-FARM-0491,Nakuru,Maize,13.4,417.9,7,0,3,0,24.7,0
KE-FARM-0492,Laikipia,Sunflower,2.2,547.7,5,0,5,1,6.4,0
KE-FARM-0493,Uasin Gishu,Beans,4.0,624.5,6,0,9,0,1.5,0
KE-FARM-0494,Laikipia,Maize,5.2,457.3,7,0,8,2,12.4,0
KE-FARM-0495,Laikipia,Sunflower,1.8,853.0,10,1,14,1,10.9,0
KE-FARM-0496,Nyandarua,Maize,0.6,504.4,7,1,10,1,32.9,0
KE-FARM-0497,Kitui,Sorghum,0.9,806.8,7,1,7,2,5.8,0
KE-FARM-0498,Uasin Gishu,Maize,1.5,574.8,7,0,2,3,3.1,0
KE-FARM-0499,Nakuru,Maize,4.0,364.7,7,1,15,2,1.0,1
KE-FARM-0500,Nakuru,Maize,2.0,429.5,3,1,11,1,13.2,1
KE-FARM-0501,Meru,Beans,0.5,626.4,3,0,6,0,9.6,1
KE-FARM-0502,Trans Nzoia,Maize,3.0,754.9,7,1,4,0,36.0,0
KE-FARM-0503,Meru,Sunflower,10.2,865.5,2,0,5,2,12.5,0
KE-FARM-0504,Meru,Sorghum,6.7,619.2,2,0,14,1,27.1,0
KE-FARM-0505,Nakuru,Sorghum,7.0,423.4,3,1,5,1,47.8,0
KE-FARM-0506,Nyandarua,Maize,6.3,641.8,4,1,13,2,5.6,0
KE-FARM-0507,Laikipia,Beans,1.6,476.2,6,0,4,0,1.6,0
KE-FARM-0508,Kitui,Beans,5.8,658.8,8,0,4,0,2.2,0
KE-FARM-0509,Laikipia,Sunflower,0.6,458.8,10,1,15,0,3.8,0
KE-FARM-0510,Laikipia,Maize,4.3,286.6,10,1,4,1,7.1,0
KE-FARM-0511,Uasin Gishu,Sorghum,4.1,797.5,7,1,11,1,1.3,0
KE-FARM-0512,Nakuru,Beans,0.5,566.0,4,0,2,0,3.6,0
KE-FARM-0513,Kitui,Maize,6.2,607.4,2,0,1,0,3.7,0
KE-FARM-0514,Nyandarua,Beans,9.3,749.5,2,0,12,4,1.0,0
KE-FARM-0515,Uasin Gishu,Beans,1.2,881.8,4,0,2,1,4.4,0
KE-FARM-0516,Trans Nzoia,Sorghum,6.7,708.0,6,0,7,1,1.2,1
KE-FARM-0517,Nyandarua,Wheat,0.5,615.5,3,0,12,1,5.6,0
KE-FARM-0518,Meru,Sunflower,3.7,669.4,6,1,1,0,2.2,0
KE-FARM-0519,Nyandarua,Sunflower,2.7,555.8,5,0,6,0,17.3,0
KE-FARM-0520,Nyandarua,Sorghum,3.2,605.4,5,1,4,0,1.0,0
KE-FARM-0521,Laikipia,Beans,10.4,621.7,2,0,2,0,20.1,0
KE-FARM-0522,Nyandarua,Maize,8.2,482.0,8,1,15,2,8.7,0
KE-FARM-0523,Meru,Beans,6.2,603.2,5,0,15,0,6.1,0
KE-FARM-0524,Meru,Sorghum,1.3,655.1,2,1,3,0,8.0,0
KE-FARM-0525,Nakuru,Sunflower,9.7,677.6,7,0,7,1,4.7,0
KE-FARM-0526,Nyandarua,Beans,0.5,665.6,9,1,6,1,1.4,0
KE-FARM-0527,Laikipia,Sunflower,7.7,399.1,9,1,15,1,14.5,0
KE-FARM-0528,Nyandarua,Maize,1.6,784.4,1,1,15,0,26.3,0
KE-FARM-0529,Trans Nzoia,Sunflower,0.5,771.9,7,0,6,0,30.0,0
KE-FARM-0530,Trans Nzoia,Sunflower,4.4,585.6,9,1,8,0,11.1,1
KE-FARM-0531,Laikipia,Wheat,1.1,668.3,6,1,8,0,5.3,0
KE-FARM-0532,Nakuru,Wheat,1.1,567.5,1,0,6,1,6.5,0
KE-FARM-0533,Nakuru,Wheat,1.5,712.8,2,1,1,0,10.7,1
KE-FARM-0534,Meru,Sunflower,0.5,477.9,4,1,10,0,17.3,0
KE-FARM-0535,Meru,Sorghum,0.8,801.4,4,1,13,2,4.7,0
KE-FARM-0536,Uasin Gishu,Sunflower,0.5,705.3,2,1,7,0,24.9,0
KE-FARM-0537,Laikipia,Sorghum,2.4,708.8,8,1,8,0,3.9,0
KE-FARM-0538,Nyandarua,Sorghum,0.5,584.2,2,1,5,0,7.6,0
KE-FARM-0539,Kitui,Wheat,4.6,388.1,3,1,13,1,32.5,0
KE-FARM-0540,Laikipia,Beans,1.1,732.6,4,1,11,2,27.8,0
KE-FARM-0541,Uasin Gishu,Maize,11.5,393.1,9,1,4,0,11.9,0
KE-FARM-0542,Meru,Wheat,8.2,734.4,10,1,7,0,3.9,0
KE-FARM-0543,Laikipia,Wheat,1.4,484.2,1,1,12,0,2.5,0
KE-FARM-0544,Laikipia,Beans,6.1,361.9,8,0,12,1,1.0,0
KE-FARM-0545,Meru,Maize,6.5,600.1,5,1,11,2,12.3,0
KE-FARM-0546,Uasin Gishu,Sunflower,17.2,777.4,7,0,13,0,7.0,0
KE-FARM-0547,Meru,Sunflower,3.6,455.2,8,0,6,1,8.5,0
KE-FARM-0548,Nakuru,Wheat,0.5,839.9,5,0,12,0,6.4,0
KE-FARM-0549,Nyandarua,Maize,4.2,698.5,8,1,6,0,6.6,0
KE-FARM-0550,Meru,Wheat,3.9,623.5,10,0,14,0,8.5,0
KE-FARM-0551,Uasin Gishu,Sorghum,4.1,534.7,8,1,3,1,24.6,0
KE-FARM-0552,Trans Nzoia,Wheat,1.5,545.1,9,1,11,2,1.0,0
KE-FARM-0553,Nakuru,Wheat,7.9,664.5,2,0,10,1,16.2,0
KE-FARM-0554,Trans Nzoia,Sunflower,12.8,726.9,3,0,15,1,5.0,0
KE-FARM-0555,Kitui,Sunflower,1.0,511.0,1,1,4,0,13.7,0
KE-FARM-0556,Meru,Sunflower,0.5,479.0,4,1,5,0,29.7,0
KE-FARM-0557,Nakuru,Sorghum,0.9,567.9,5,1,9,1,3.7,0
KE-FARM-0558,Nyandarua,Sunflower,6.9,809.0,1,1,8,0,1.0,0
KE-FARM-0559,Meru,Maize,4.5,417.5,8,1,3,0,2.6,0
KE-FARM-0560,Nyandarua,Beans,4.0,771.4,2,1,6,0,2.5,1
KE-FARM-0561,Laikipia,Maize,2.1,606.3,1,1,10,1,13.5,0
KE-FARM-0562,Trans Nzoia,Maize,3.4,352.1,2,1,1,1,1.0,0
KE-FARM-0563,Nakuru,Sunflower,1.5,530.8,5,1,3,0,1.0,0
KE-FARM-0564,Nyandarua,Beans,2.6,691.5,9,0,10,2,11.8,0
KE-FARM-0565,Uasin Gishu,Beans,6.3,870.3,9,1,14,2,8.1,0
KE-FARM-0566,Nyandarua,Beans,15.9,400.9,2,1,12,1,5.4,1
KE-FARM-0567,Uasin Gishu,Sorghum,10.8,177.1,2,1,7,2,8.6,0
KE-FARM-0568,Meru,Sunflower,10.9,403.6,3,0,7,0,13.3,0
KE-FARM-0569,Nakuru,Beans,2.1,769.6,7,1,2,2,1.1,0
KE-FARM-0570,Nyandarua,Sorghum,2.5,330.9,3,0,3,1,8.1,1
KE-FARM-0571,Kitui,Wheat,4.9,824.6,1,0,15,0,17.4,0
KE-FARM-0572,Nyandarua,Wheat,10.2,782.2,6,0,7,0,4.5,0
KE-FARM-0573,Kitui,Sorghum,0.6,628.7,3,1,12,1,14.4,0
KE-FARM-0574,Nakuru,Sorghum,1.5,506.0,1,0,6,0,18.7,0
KE-FARM-0575,Nyandarua,Sunflower,0.6,608.3,4,0,13,1,17.2,0
KE-FARM-0576,Uasin Gishu,Sunflower,3.8,691.7,1,0,7,0,10.5,0
KE-FARM-0577,Nyandarua,Wheat,1.5,668.8,1,1,10,0,12.6,0
KE-FARM-0578,Trans Nzoia,Beans,1.6,860.9,2,0,9,1,15.5,0
KE-FARM-0579,Meru,Wheat,0.5,561.0,10,0,8,1,13.2,0
KE-FARM-0580,Laikipia,Beans,1.7,404.9,8,1,6,2,6.0,1
KE-FARM-0581,Uasin Gishu,Beans,7.9,378.4,2,1,12,0,1.7,0
KE-FARM-0582,Trans Nzoia,Sunflower,1.1,348.4,2,0,14,1,3.7,1
KE-FARM-0583,Kitui,Maize,4.8,629.4,10,0,4,0,2.3,0
KE-FARM-0584,Meru,Maize,4.0,564.8,10,0,14,0,4.5,0
KE-FARM-0585,Nakuru,Sorghum,8.0,604.9,8,1,13,0,6.7,0
KE-FARM-0586,Uasin Gishu,Sunflower,0.6,519.4,6,1,10,0,32.0,0
KE-FARM-0587,Laikipia,Beans,15.2,433.5,4,1,9,0,32.1,0
KE-FARM-0588,Meru,Maize,3.5,692.2,3,0,7,1,14.7,0
KE-FARM-0589,Kitui,Beans,21.6,230.5,1,1,5,1,39.2,1
KE-FARM-0590,Laikipia,Maize,9.7,479.8,3,0,2,1,62.2,0
KE-FARM-0591,Nakuru,Maize,1.0,718.0,9,0,9,2,21.7,0
KE-FARM-0592,Nakuru,Maize,0.5,464.9,5,1,14,1,1.0,0
KE-FARM-0593,Kitui,Sunflower,1.2,658.8,6,1,7,1,5.6,0
KE-FARM-0594,Uasin Gishu,Wheat,3.0,480.0,5,0,9,0,7.6,0
KE-FARM-0595,Kitui,Beans,0.8,531.6,1,1,11,1,1.3,0
KE-FARM-0596,Nyandarua,Sunflower,0.7,686.2,10,1,9,1,16.5,0
KE-FARM-0597,Nakuru,Sunflower,2.5,408.3,1,1,10,0,1.6,0
KE-FARM-0598,Meru,Sunflower,0.5,711.8,4,1,5,1,4.8,0
KE-FARM-0599,Nyandarua,Sunflower,0.5,606.9,3,1,7,2,1.0,1
KE-FARM-0600,Trans Nzoia,Sunflower,2.2,788.5,8,1,5,1,7.4,0
KE-FARM-0601,Laikipia,Sorghum,0.5,631.2,7,1,15,0,9.1,0
KE-FARM-0602,Nyandarua,Beans,2.0,439.6,7,1,3,0,13.3,0
KE-FARM-0603,Laikipia,Sunflower,2.6,859.2,8,0,10,0,4.1,0
KE-FARM-0604,Kitui,Beans,2.4,452.1,10,1,8,2,8.9,0
KE-FARM-0605,Nyandarua,Sorghum,8.1,565.9,7,0,8,1,13.2,0
KE-FARM-0606,Kitui,Sorghum,3.0,743.6,10,0,9,1,14.4,0
KE-FARM-0607,Trans Nzoia,Beans,2.5,318.0,2,1,11,0,3.6,0
KE-FARM-0608,Nakuru,Maize,2.1,816.0,4,0,14,2,1.0,0
KE-FARM-0609,Trans Nzoia,Wheat,6.8,427.4,6,1,12,1,1.0,0
KE-FARM-0610,Nakuru,Maize,9.0,531.8,3,1,6,0,14.6,0
KE-FARM-0611,Kitui,Maize,7.7,643.3,3,1,2,3,4.9,0
KE-FARM-0612,Nakuru,Maize,4.5,593.7,6,0,3,2,1.4,0
KE-FARM-0613,Laikipia,Sunflower,0.6,718.4,1,0,13,1,2.0,0
KE-FARM-0614,Meru,Sorghum,1.3,359.9,1,1,11,2,14.5,1
KE-FARM-0615,Trans Nzoia,Maize,0.5,709.1,5,1,12,1,9.1,0
KE-FARM-0616,Nyandarua,Sorghum,10.7,721.1,1,0,10,0,7.0,0
KE-FARM-0617,Trans Nzoia,Beans,4.3,754.4,10,0,11,0,9.8,0
KE-FARM-0618,Laikipia,Wheat,5.5,361.6,8,1,15,1,1.5,0
KE-FARM-0619,Nakuru,Beans,1.5,379.7,2,0,6,1,3.8,1
KE-FARM-0620,Laikipia,Beans,7.5,548.6,6,1,1,1,4.7,0
KE-FARM-0621,Uasin Gishu,Sunflower,1.2,395.9,10,1,14,1,3.8,0
KE-FARM-0622,Uasin Gishu,Wheat,0.5,329.4,10,1,2,1,20.0,0
KE-FARM-0623,Nyandarua,Beans,1.9,542.2,5,0,8,3,8.7,0
KE-FARM-0624,Laikipia,Beans,3.4,635.1,10,0,11,0,13.1,0
KE-FARM-0625,Kitui,Wheat,2.6,1019.8,4,0,8,0,2.7,1
KE-FARM-0626,Nyandarua,Wheat,7.9,682.3,1,1,6,0,3.1,0
KE-FARM-0627,Kitui,Beans,0.5,862.8,3,1,3,1,2.6,0
KE-FARM-0628,Nyandarua,Wheat,3.2,593.4,4,1,14,2,11.6,0
KE-FARM-0629,Uasin Gishu,Beans,2.9,683.9,2,1,2,1,4.3,0
KE-FARM-0630,Nyandarua,Beans,1.3,578.1,2,0,13,0,5.2,0
KE-FARM-0631,Uasin Gishu,Sunflower,6.9,1002.5,2,1,6,0,12.3,0
KE-FARM-0632,Nakuru,Maize,5.6,497.2,1,1,1,2,35.7,0
KE-FARM-0633,Kitui,Beans,5.3,517.5,10,1,14,0,1.8,0
KE-FARM-0634,Laikipia,Sorghum,8.4,719.5,2,0,10,1,1.0,0
KE-FARM-0635,Nyandarua,Maize,5.1,631.1,6,1,6,0,2.2,0
KE-FARM-0636,Uasin Gishu,Maize,1.1,536.4,3,1,9,0,13.3,0
KE-FARM-0637,Trans Nzoia,Maize,4.9,744.1,10,1,7,0,2.2,0
