borrower_id,business_type,loan_purpose,loan_amount_ksh,loan_term_months,mpesa_transactions_monthly,mpesa_avg_balance_ksh,prev_loans_repaid,prev_loans_defaulted,group_lending_member,dependants,business_age_months,has_mobile_money_savings,loan_defaulted
MFI-00618,Market Trader,Stock Purchase,34515.0,18,11,2894.0,4,1,1,5,14,0,1
MFI-00619,Food Vendor,School Fees,12033.0,9,14,4923.0,2,1,1,1,31,0,0
MFI-00620,Jua Kali Artisan,Stock Purchase,12602.0,9,17,4094.0,2,0,0,1,58,0,0
MFI-00621,Kiosk Owner,Equipment,30815.0,9,18,,2,1,1,2,32,1,0
MFI-00622,Boda Boda Operator,School Fees,91127.0,6,19,3543.0,1,0,0,3,5,0,0
MFI-00623,Kiosk Owner,Medical Emergency,71700.0,6,18,,0,0,0,2,2,0,1
MFI-00624,Jua Kali Artisan,Equipment,17448.0,18,12,14553.0,0,2,1,0,1,1,0
MFI-00625,Market Trader,Stock Purchase,14795.0,6,16,4925.0,3,1,1,6,48,1,0
MFI-00626,Jua Kali Artisan,Medical Emergency,18053.0,3,17,12219.0,3,1,0,3,12,0,1
MFI-00627,Kiosk Owner,Medical Emergency,16880.0,9,18,4504.0,1,0,0,3,2,0,0
MFI-00628,Jua Kali Artisan,School Fees,17936.0,6,20,10065.0,1,1,1,5,59,1,0
MFI-00629,Jua Kali Artisan,Stock Purchase,7183.0,12,21,17371.0,3,1,1,2,12,1,0
MFI-00630,Boda Boda Operator,Business Expansion,5145.0,6,17,20471.0,6,1,1,4,43,1,0
MFI-00631,Jua Kali Artisan,Medical Emergency,4685.0,18,22,,5,0,1,2,7,1,0
MFI-00632,Market Trader,Medical Emergency,10505.0,6,26,617.0,2,0,1,3,7,1,0
MFI-00633,Boda Boda Operator,Equipment,92332.0,9,18,1082.0,1,0,1,2,88,0,0
MFI-00634,Market Trader,School Fees,150000.0,12,18,6645.0,4,0,1,5,7,0,0
MFI-00635,Kiosk Owner,Business Expansion,150000.0,12,17,1143.0,2,1,1,1,56,1,1
MFI-00636,Jua Kali Artisan,Stock Purchase,44314.0,9,17,1661.0,2,0,0,4,12,1,0
MFI-00637,Food Vendor,Stock Purchase,19523.0,12,14,12078.0,1,0,0,3,7,1,0
MFI-00638,Jua Kali Artisan,Equipment,25720.0,6,19,2530.0,1,0,1,2,16,0,0
MFI-00639,Food Vendor,Business Expansion,40635.0,9,28,2784.0,2,0,1,4,9,1,0
MFI-00640,Boda Boda Operator,Stock Purchase,150000.0,3,14,3310.0,3,1,1,2,1,0,0
MFI-00641,Kiosk Owner,Medical Emergency,16427.0,6,15,16537.0,0,0,1,6,4,1,0
MFI-00642,Food Vendor,Medical Emergency,36401.0,6,19,17372.0,0,1,1,0,3,0,1
MFI-00643,Jua Kali Artisan,Equipment,39257.0,12,14,50000.0,3,1,1,5,16,0,0
MFI-00644,Jua Kali Artisan,Stock Purchase,33841.0,9,22,11569.0,3,0,0,7,6,1,0
MFI-00645,Jua Kali Artisan,Equipment,7281.0,12,19,23809.0,1,1,1,5,3,1,0
MFI-00646,Kiosk Owner,Equipment,29126.0,9,18,2429.0,1,0,1,6,1,0,0
MFI-00647,Food Vendor,School Fees,12309.0,6,17,1202.0,2,0,1,5,5,0,1
MFI-00648,Food Vendor,Stock Purchase,150000.0,18,17,9005.0,0,0,0,1,36,1,0
MFI-00649,Kiosk Owner,Stock Purchase,57342.0,9,22,4056.0,1,1,1,3,35,0,0
MFI-00650,Market Trader,Equipment,88713.0,9,22,,2,0,1,3,66,1,0
MFI-00651,Boda Boda Operator,Equipment,17891.0,9,14,,1,0,1,3,24,1,0
MFI-00652,Kiosk Owner,Medical Emergency,25353.0,6,18,2663.0,0,1,1,1,8,0,0
MFI-00653,Jua Kali Artisan,School Fees,150000.0,12,16,3655.0,2,1,0,7,19,1,1
MFI-00654,Market Trader,Equipment,82393.0,12,13,,4,1,1,5,12,1,1
MFI-00655,Food Vendor,Stock Purchase,50881.0,6,17,5077.0,3,1,0,2,3,1,1
MFI-00656,Boda Boda Operator,School Fees,106397.0,18,23,5712.0,1,0,0,4,4,1,0
MFI-00657,Jua Kali Artisan,Stock Purchase,150000.0,6,19,18896.0,2,0,1,1,30,0,0
MFI-00658,Jua Kali Artisan,School Fees,122274.0,3,8,1554.0,0,1,0,1,82,0,1
MFI-00659,Jua Kali Artisan,Medical Emergency,84087.0,6,27,11909.0,5,1,0,2,26,1,0
MFI-00660,Kiosk Owner,Business Expansion,90822.0,6,19,9890.0,5,0,1,1,27,0,0
MFI-00661,Food Vendor,Business Expansion,27901.0,12,21,6760.0,1,2,1,1,39,0,0
MFI-00662,Market Trader,Equipment,42469.0,12,14,7697.0,5,0,0,2,37,0,1
MFI-00663,Boda Boda Operator,Business Expansion,62601.0,6,16,3140.0,2,1,0,5,29,1,0
MFI-00664,Jua Kali Artisan,Stock Purchase,46844.0,12,21,1221.0,1,1,1,3,40,1,1
MFI-00665,Kiosk Owner,Stock Purchase,54308.0,6,18,7203.0,1,0,1,4,17,0,0
MFI-00666,Kiosk Owner,School Fees,32437.0,12,19,3053.0,1,0,1,5,4,0,0
MFI-00667,Boda Boda Operator,Medical Emergency,4087.0,3,21,8785.0,3,0,1,1,34,1,0
MFI-00668,Market Trader,Equipment,62397.0,6,23,3570.0,0,0,1,4,6,0,0
MFI-00669,Kiosk Owner,Equipment,39595.0,12,21,11544.0,0,0,0,5,58,0,0
MFI-00670,Kiosk Owner,Stock Purchase,40199.0,9,23,14195.0,2,0,1,5,2,1,0
MFI-00671,Food Vendor,Stock Purchase,150000.0,12,21,,4,0,1,3,4,0,0
MFI-00672,Food Vendor,Business Expansion,48308.0,6,13,17206.0,0,0,0,2,14,1,0
MFI-00673,Market Trader,Equipment,19074.0,6,15,4848.0,0,1,0,3,21,0,0
MFI-00674,Boda Boda Operator,School Fees,62965.0,6,18,13375.0,4,0,0,0,19,0,0
MFI-00675,Jua Kali Artisan,Medical Emergency,38888.0,12,15,3396.0,1,0,0,3,7,0,0
MFI-00676,Kiosk Owner,Equipment,88684.0,18,11,,4,0,1,5,8,1,0
MFI-00677,Jua Kali Artisan,School Fees,22530.0,3,18,5340.0,2,0,0,2,11,0,0
MFI-00678,Jua Kali Artisan,Stock Purchase,18921.0,18,19,18255.0,0,0,1,4,13,1,0
MFI-00679,Jua Kali Artisan,School Fees,23577.0,9,19,4013.0,2,0,1,3,42,0,0
MFI-00680,Market Trader,School Fees,9106.0,9,12,12130.0,4,1,1,4,1,1,0
MFI-00681,Boda Boda Operator,Equipment,25588.0,6,18,1806.0,2,0,1,2,38,0,0
MFI-00682,Boda Boda Operator,School Fees,129538.0,6,16,754.0,1,0,0,3,59,0,0
MFI-00683,Food Vendor,Equipment,20304.0,9,20,,2,0,1,0,35,1,1
MFI-00684,Jua Kali Artisan,Business Expansion,12265.0,6,21,4669.0,2,1,1,6,51,1,0
MFI-00685,Jua Kali Artisan,Business Expansion,23803.0,3,18,13305.0,2,0,1,3,25,1,0
MFI-00686,Kiosk Owner,School Fees,43314.0,18,17,3901.0,0,0,1,6,3,1,1
MFI-00687,Market Trader,School Fees,19994.0,9,24,24707.0,1,0,1,3,26,1,0
MFI-00688,Jua Kali Artisan,Medical Emergency,38459.0,12,18,8115.0,2,0,1,2,6,0,0
MFI-00689,Market Trader,Stock Purchase,44404.0,9,23,3894.0,2,1,1,3,23,0,1
MFI-00690,Food Vendor,Business Expansion,36366.0,12,15,6205.0,3,0,1,5,38,1,0
MFI-00691,Market Trader,School Fees,33810.0,3,12,1712.0,2,1,0,4,5,0,1
MFI-00692,Boda Boda Operator,School Fees,148887.0,6,18,3919.0,2,0,1,2,50,1,0
MFI-00693,Market Trader,School Fees,41828.0,18,18,4111.0,2,0,1,3,63,1,0
MFI-00694,Jua Kali Artisan,School Fees,19289.0,18,24,5963.0,1,0,0,2,1,0,0
MFI-00695,Jua Kali Artisan,School Fees,66416.0,18,20,,1,0,1,0,25,1,0
MFI-00696,Jua Kali Artisan,Medical Emergency,34613.0,18,13,7834.0,2,0,0,2,19,1,1
MFI-00697,Jua Kali Artisan,Stock Purchase,38452.0,3,18,985.0,3,1,1,5,2,1,0
MFI-00698,Market Trader,Medical Emergency,81694.0,3,12,14834.0,3,0,0,5,23,0,0
MFI-00699,Jua Kali Artisan,Equipment,106210.0,18,24,4808.0,1,0,1,3,14,1,0
MFI-00700,Boda Boda Operator,Medical Emergency,14598.0,3,17,10548.0,3,2,1,5,1,1,0
MFI-00701,Kiosk Owner,Stock Purchase,145160.0,12,19,13922.0,1,0,1,2,31,0,1
MFI-00702,Jua Kali Artisan,Stock Purchase,34481.0,12,21,5911.0,1,0,1,5,120,0,1
MFI-00703,Food Vendor,Equipment,34673.0,9,19,11697.0,2,0,1,2,32,0,0
MFI-00704,Kiosk Owner,Equipment,16188.0,12,14,7041.0,2,0,1,4,25,1,0
MFI-00705,Market Trader,Stock Purchase,65997.0,9,19,6753.0,0,0,1,3,57,1,0
MFI-00706,Boda Boda Operator,Business Expansion,11645.0,6,17,3015.0,0,0,1,0,34,1,0
MFI-00707,Boda Boda Operator,Stock Purchase,55866.0,12,20,16450.0,2,3,0,3,40,1,1
MFI-00708,Food Vendor,Equipment,136089.0,6,22,5482.0,2,0,1,2,4,1,0
MFI-00709,Jua Kali Artisan,Business Expansion,28234.0,6,16,19830.0,0,0,1,2,2,1,0
MFI-00710,Food Vendor,Equipment,86289.0,18,8,,2,0,1,3,56,0,0
MFI-00711,Jua Kali Artisan,Medical Emergency,38776.0,9,27,2715.0,4,0,1,2,58,0,0
MFI-00712,Jua Kali Artisan,Stock Purchase,11923.0,6,13,1632.0,0,0,0,4,6,1,0
MFI-00713,Boda Boda Operator,Medical Emergency,39966.0,12,18,14580.0,1,0,0,2,43,1,0
MFI-00714,Boda Boda Operator,School Fees,31312.0,12,16,8929.0,1,0,0,7,77,1,0
MFI-00715,Jua Kali Artisan,Medical Emergency,74397.0,3,21,1056.0,1,1,1,4,7,0,0
MFI-00716,Boda Boda Operator,School Fees,27155.0,3,15,2113.0,3,0,1,1,4,1,0
MFI-00717,Boda Boda Operator,Stock Purchase,54129.0,6,14,,2,0,1,4,8,1,0
MFI-00718,Boda Boda Operator,Equipment,15607.0,12,20,13734.0,4,1,1,1,24,0,0
MFI-00719,Jua Kali Artisan,Business Expansion,51204.0,12,22,16446.0,1,1,0,1,58,0,0
MFI-00720,Jua Kali Artisan,Business Expansion,37013.0,18,25,3076.0,1,1,0,4,26,0,0
MFI-00721,Kiosk Owner,School Fees,32794.0,12,24,621.0,1,0,0,3,6,0,0
MFI-00722,Boda Boda Operator,Equipment,37230.0,9,18,678.0,1,1,1,4,10,1,0
MFI-00723,Jua Kali Artisan,School Fees,28741.0,3,20,18226.0,3,1,1,3,17,0,0
MFI-00724,Boda Boda Operator,Business Expansion,40671.0,12,23,16906.0,1,0,1,5,4,0,0
MFI-00725,Kiosk Owner,Business Expansion,31020.0,9,25,23338.0,0,0,1,2,30,1,0
MFI-00726,Kiosk Owner,Stock Purchase,16669.0,6,12,4338.0,3,0,0,5,33,0,0
MFI-00727,Market Trader,School Fees,12875.0,18,12,,1,1,1,1,18,1,0
MFI-00728,Jua Kali Artisan,School Fees,24454.0,9,24,8028.0,3,0,0,2,22,1,0
MFI-00729,Kiosk Owner,Business Expansion,28178.0,12,13,3017.0,1,0,0,1,7,1,0
MFI-00730,Jua Kali Artisan,Business Expansion,3282.0,12,21,28886.0,3,0,0,6,8,1,0
MFI-00731,Jua Kali Artisan,Stock Purchase,36881.0,3,20,,3,1,1,6,4,0,0
MFI-00732,Boda Boda Operator,Equipment,150000.0,6,23,6000.0,2,1,1,2,18,0,0
MFI-00733,Jua Kali Artisan,Equipment,63068.0,12,24,,4,1,1,3,11,1,1
MFI-00734,Boda Boda Operator,Equipment,31662.0,9,24,,0,0,1,2,7,1,0
MFI-00735,Boda Boda Operator,Medical Emergency,18916.0,3,13,2402.0,4,0,0,1,1,0,1
MFI-00736,Boda Boda Operator,Equipment,9336.0,6,25,1228.0,1,0,0,2,19,1,0
MFI-00737,Food Vendor,Stock Purchase,73930.0,6,11,5330.0,1,0,1,3,2,1,0
MFI-00738,Jua Kali Artisan,School Fees,51038.0,12,18,,2,0,1,4,31,0,0
MFI-00739,Kiosk Owner,School Fees,13521.0,3,14,,2,0,0,3,22,1,0
MFI-00740,Jua Kali Artisan,Equipment,78482.0,9,19,,2,0,1,5,11,0,1
MFI-00741,Market Trader,Medical Emergency,71087.0,3,8,17530.0,2,0,0,2,26,0,0
MFI-00742,Jua Kali Artisan,School Fees,21225.0,9,14,4618.0,4,1,1,2,22,1,0
MFI-00743,Food Vendor,Medical Emergency,28752.0,3,15,11032.0,1,0,0,3,17,0,0
MFI-00744,Market Trader,Equipment,44350.0,3,18,1179.0,2,0,0,5,65,0,1
MFI-00745,Market Trader,Medical Emergency,56516.0,9,19,3347.0,3,0,0,7,79,0,0
MFI-00746,Boda Boda Operator,Business Expansion,15127.0,3,17,9394.0,4,0,1,2,38,1,0
MFI-00747,Kiosk Owner,Business Expansion,57157.0,18,17,4918.0,1,0,1,0,47,1,0
MFI-00748,Market Trader,Business Expansion,38077.0,6,17,4354.0,1,0,0,3,13,0,0
MFI-00749,Food Vendor,Stock Purchase,88316.0,3,22,3502.0,1,1,1,7,78,0,0
MFI-00750,Kiosk Owner,Stock Purchase,66845.0,12,17,4942.0,2,1,0,7,14,1,1
MFI-00751,Jua Kali Artisan,Equipment,38036.0,3,16,,3,0,1,5,43,0,0
MFI-00752,Food Vendor,Medical Emergency,75617.0,12,20,1586.0,1,2,1,3,67,1,0
MFI-00753,Kiosk Owner,Medical Emergency,10855.0,12,18,2816.0,1,1,1,3,33,1,0
MFI-00754,Food Vendor,Business Expansion,26920.0,3,14,8903.0,1,0,1,3,4,1,0
MFI-00755,Market Trader,Business Expansion,16677.0,3,19,4308.0,3,0,1,2,48,0,0
MFI-00756,Boda Boda Operator,Business Expansion,23288.0,12,16,8056.0,2,1,0,3,3,1,1
MFI-00757,Boda Boda Operator,Medical Emergency,23062.0,12,24,4164.0,2,0,1,2,58,0,0
MFI-00758,Kiosk Owner,Medical Emergency,13224.0,6,17,,4,0,0,5,81,0,1
MFI-00759,Boda Boda Operator,Business Expansion,77825.0,12,14,13673.0,1,0,1,3,31,0,0
MFI-00760,Market Trader,Medical Emergency,66219.0,6,11,9352.0,0,1,1,5,46,0,0
MFI-00761,Food Vendor,Stock Purchase,22347.0,9,22,4411.0,0,1,1,3,2,0,0
MFI-00762,Boda Boda Operator,Equipment,5698.0,6,16,10674.0,0,0,0,2,8,0,1
MFI-00763,Market Trader,Business Expansion,24243.0,6,29,9145.0,1,0,1,4,26,1,0
MFI-00764,Food Vendor,School Fees,34930.0,9,21,2774.0,2,0,0,0,48,1,0
MFI-00765,Market Trader,Stock Purchase,107533.0,6,19,5799.0,0,0,0,2,55,1,1
MFI-00766,Kiosk Owner,Business Expansion,23130.0,6,19,7166.0,1,1,1,4,16,0,0
MFI-00767,Food Vendor,Business Expansion,79434.0,9,21,8009.0,1,0,1,6,9,0,0
MFI-00768,Food Vendor,Medical Emergency,24249.0,9,16,28557.0,4,0,0,1,11,1,0
MFI-00769,Market Trader,Stock Purchase,57238.0,12,22,9366.0,1,1,1,6,13,0,1
MFI-00770,Boda Boda Operator,Equipment,69292.0,9,13,9485.0,3,1,0,4,21,1,0
MFI-00771,Kiosk Owner,School Fees,57687.0,6,18,1659.0,3,2,0,4,30,0,1
MFI-00772,Boda Boda Operator,Business Expansion,16887.0,9,22,,0,1,0,1,1,0,0
MFI-00773,Jua Kali Artisan,Equipment,27151.0,3,14,1356.0,1,0,1,1,27,0,0
MFI-00774,Kiosk Owner,School Fees,58090.0,6,18,2829.0,4,0,1,4,31,0,0
MFI-00775,Kiosk Owner,Equipment,10260.0,9,15,2952.0,5,1,0,1,27,1,0
MFI-00776,Market Trader,Medical Emergency,68304.0,9,18,3588.0,2,1,1,2,43,1,0
MFI-00777,Market Trader,Stock Purchase,13765.0,9,16,2045.0,2,1,1,0,119,1,1
MFI-00778,Kiosk Owner,Business Expansion,12315.0,9,14,972.0,2,0,0,1,11,1,0
MFI-00779,Kiosk Owner,School Fees,23714.0,6,17,15989.0,2,0,0,1,4,1,0
MFI-00780,Food Vendor,Business Expansion,20993.0,12,9,2935.0,1,0,0,4,44,0,0
MFI-00781,Boda Boda Operator,School Fees,42001.0,12,24,590.0,4,0,1,1,1,1,0
MFI-00782,Market Trader,Equipment,44971.0,9,28,3694.0,2,0,1,3,5,1,0
MFI-00783,Food Vendor,Business Expansion,38417.0,9,23,7667.0,2,0,1,5,80,1,0
MFI-00784,Jua Kali Artisan,Stock Purchase,16541.0,12,17,997.0,2,0,1,2,55,1,0
MFI-00785,Kiosk Owner,School Fees,95523.0,9,28,9123.0,0,0,0,0,11,0,0
MFI-00786,Market Trader,Medical Emergency,38241.0,6,14,6737.0,2,0,1,4,45,0,0
MFI-00787,Kiosk Owner,Equipment,76455.0,9,16,2058.0,3,0,1,3,4,1,0
MFI-00788,Food Vendor,Medical Emergency,5797.0,18,18,,2,0,1,4,56,0,0
MFI-00789,Kiosk Owner,Equipment,55720.0,6,20,24974.0,0,0,0,2,13,1,0
MFI-00790,Kiosk Owner,Stock Purchase,22962.0,12,21,5199.0,1,1,1,6,7,0,0
MFI-00791,Food Vendor,Medical Emergency,66656.0,18,25,2985.0,1,1,0,7,44,1,0
MFI-00792,Boda Boda Operator,Equipment,150000.0,12,9,2158.0,1,0,0,2,7,1,0
MFI-00793,Food Vendor,Medical Emergency,14263.0,6,23,30165.0,3,1,1,2,8,0,0
MFI-00794,Kiosk Owner,Equipment,72157.0,3,26,3989.0,3,0,1,2,19,1,0
MFI-00795,Boda Boda Operator,Stock Purchase,22492.0,9,20,3874.0,3,0,1,3,18,1,0
MFI-00796,Food Vendor,Business Expansion,8126.0,3,19,11852.0,3,1,0,1,10,1,0
MFI-00797,Food Vendor,Equipment,76241.0,9,25,8705.0,0,0,1,10,22,1,0
MFI-00798,Market Trader,School Fees,150000.0,6,19,1239.0,4,0,0,4,6,0,1
MFI-00799,Food Vendor,Business Expansion,150000.0,9,17,6026.0,0,1,0,4,7,0,0
MFI-00800,Kiosk Owner,Medical Emergency,46188.0,6,11,3015.0,2,1,0,5,10,0,0
MFI-00801,Market Trader,Medical Emergency,11436.0,12,16,15969.0,0,0,0,1,16,0,0
MFI-00802,Boda Boda Operator,Medical Emergency,30764.0,6,22,1554.0,0,0,1,2,26,0,0
MFI-00803,Market Trader,School Fees,33277.0,3,18,10871.0,3,0,0,3,12,1,0
MFI-00804,Jua Kali Artisan,School Fees,87291.0,9,17,691.0,2,0,1,6,19,0,0
MFI-00805,Boda Boda Operator,School Fees,35612.0,12,23,9399.0,5,1,1,5,74,0,0
MFI-00806,Jua Kali Artisan,School Fees,6901.0,6,23,10662.0,1,1,0,2,5,0,0
MFI-00807,Kiosk Owner,School Fees,60137.0,9,22,1998.0,1,0,1,1,4,0,0
MFI-00808,Boda Boda Operator,School Fees,38465.0,6,31,11684.0,1,1,1,1,21,1,0
MFI-00809,Boda Boda Operator,Business Expansion,74841.0,6,15,4335.0,1,0,0,4,76,1,1
MFI-00810,Market Trader,Business Expansion,44300.0,9,21,551.0,0,0,0,5,33,0,1
MFI-00811,Jua Kali Artisan,Medical Emergency,63017.0,12,12,6619.0,2,0,1,1,7,0,1
MFI-00812,Jua Kali Artisan,School Fees,36746.0,6,17,2197.0,1,0,1,0,37,1,0
MFI-00813,Market Trader,Stock Purchase,45565.0,12,15,12464.0,0,0,0,2,9,0,1
MFI-00814,Market Trader,Medical Emergency,17375.0,12,15,18223.0,0,0,1,3,10,0,0
MFI-00815,Market Trader,Medical Emergency,48212.0,18,22,,3,0,1,2,8,1,0
MFI-00816,Market Trader,Equipment,31317.0,6,27,1654.0,1,0,1,3,21,0,0
MFI-00817,Food Vendor,Medical Emergency,53742.0,6,14,4790.0,5,1,1,4,1,0,0
MFI-00818,Market Trader,Medical Emergency,14102.0,12,26,10226.0,3,0,0,5,1,0,0
MFI-00819,Market Trader,Medical Emergency,111228.0,9,25,2674.0,1,0,0,1,32,0,0
MFI-00820,Market Trader,Equipment,44297.0,3,10,7768.0,1,0,1,4,1,0,1
MFI-00821,Food Vendor,Stock Purchase,68494.0,9,17,,1,0,0,2,33,0,0
MFI-00822,Kiosk Owner,School Fees,36454.0,12,14,15127.0,2,0,1,6,8,1,0
MFI-00823,Kiosk Owner,Equipment,58841.0,6,13,,2,0,0,6,38,0,1
MFI-00824,Market Trader,School Fees,6026.0,18,22,877.0,2,1,1,3,24,1,0
MFI-00825,Boda Boda Operator,Business Expansion,33322.0,12,14,3657.0,3,1,1,7,36,1,0
MFI-00826,Food Vendor,Medical Emergency,19258.0,9,17,3984.0,3,0,0,5,15,0,1
MFI-00827,Market Trader,Medical Emergency,27229.0,12,11,5367.0,1,1,1,3,46,0,1
MFI-00828,Food Vendor,Medical Emergency,81515.0,3,20,374.0,4,0,1,7,9,1,0
MFI-00829,Food Vendor,Medical Emergency,10100.0,6,23,2212.0,0,0,0,2,8,0,0
MFI-00830,Kiosk Owner,Stock Purchase,65629.0,12,23,4096.0,1,0,1,1,1,1,0
MFI-00831,Jua Kali Artisan,School Fees,52526.0,6,20,7642.0,0,0,0,4,6,1,0
MFI-00832,Jua Kali Artisan,Equipment,101151.0,6,15,47021.0,4,0,1,7,10,1,0
MFI-00833,Jua Kali Artisan,Equipment,6912.0,6,17,9500.0,1,0,0,1,41,1,0
MFI-00834,Market Trader,Stock Purchase,58198.0,9,13,1814.0,1,0,1,2,3,1,0
MFI-00835,Jua Kali Artisan,Stock Purchase,44452.0,3,20,2141.0,1,0,0,1,18,1,0
MFI-00836,Market Trader,Business Expansion,34803.0,3,23,2488.0,1,0,1,4,8,0,0
MFI-00837,Boda Boda Operator,School Fees,115298.0,6,18,3323.0,2,0,1,3,21,0,0
MFI-00838,Kiosk Owner,Medical Emergency,6725.0,12,26,6161.0,2,0,1,3,120,1,0
MFI-00839,Boda Boda Operator,Medical Emergency,40140.0,12,20,1913.0,2,1,1,3,40,1,0
MFI-00840,Market Trader,Stock Purchase,82284.0,6,12,3949.0,3,0,0,4,6,1,0
MFI-00841,Boda Boda Operator,Stock Purchase,9894.0,9,15,4026.0,1,0,0,3,62,0,0
MFI-00842,Jua Kali Artisan,Equipment,58430.0,6,15,,1,0,1,5,10,0,0
MFI-00843,Boda Boda Operator,Equipment,47114.0,3,16,3270.0,3,0,0,3,25,0,0
MFI-00844,Food Vendor,Stock Purchase,6608.0,6,20,2284.0,0,0,0,3,69,1,0
MFI-00845,Food Vendor,Business Expansion,87334.0,3,13,2431.0,5,0,0,3,47,0,1
MFI-00846,Kiosk Owner,Business Expansion,17793.0,18,14,7274.0,0,1,0,2,14,1,0
MFI-00847,Boda Boda Operator,Medical Emergency,128383.0,9,15,2379.0,2,0,1,1,3,1,0
MFI-00848,Market Trader,Business Expansion,57484.0,3,19,9891.0,2,0,1,1,15,1,0
MFI-00849,Kiosk Owner,Medical Emergency,46157.0,12,18,7090.0,1,0,1,3,24,0,1
MFI-00850,Jua Kali Artisan,Business Expansion,81648.0,9,20,1654.0,3,1,0,3,6,1,0
MFI-00851,Jua Kali Artisan,Business Expansion,74269.0,6,13,16961.0,0,1,0,2,3,1,1
MFI-00852,Food Vendor,Stock Purchase,7576.0,9,21,5323.0,4,1,0,5,81,0,0
MFI-00853,Kiosk Owner,Business Expansion,9284.0,9,11,2525.0,0,0,0,1,40,1,0
MFI-00854,Jua Kali Artisan,Medical Emergency,32379.0,6,14,30631.0,2,1,1,3,21,0,1
MFI-00855,Boda Boda Operator,School Fees,15376.0,18,17,4856.0,2,0,0,6,21,0,0
MFI-00856,Kiosk Owner,School Fees,136997.0,3,19,7032.0,3,0,1,7,34,0,0
MFI-00857,Boda Boda Operator,Equipment,16439.0,3,20,,2,0,0,2,33,1,0
MFI-00858,Boda Boda Operator,Medical Emergency,39091.0,12,15,20778.0,0,0,0,5,5,1,1
MFI-00859,Boda Boda Operator,Stock Purchase,57899.0,6,22,29158.0,2,2,0,1,9,0,1
MFI-00860,Kiosk Owner,Stock Purchase,150000.0,3,27,6366.0,1,1,1,4,25,1,0
MFI-00861,Kiosk Owner,Equipment,91077.0,6,21,5278.0,1,0,1,3,34,1,0
MFI-00862,Food Vendor,School Fees,21398.0,6,16,,2,0,0,0,1,1,0
MFI-00863,Kiosk Owner,Medical Emergency,55259.0,9,25,3031.0,1,0,0,4,30,1,0
MFI-00864,Market Trader,Business Expansion,63492.0,12,16,6293.0,1,1,0,2,1,0,0
MFI-00865,Kiosk Owner,Equipment,59729.0,12,14,2561.0,3,0,1,3,8,0,0
MFI-00866,Food Vendor,Medical Emergency,16574.0,6,20,32614.0,2,0,1,4,73,0,1
MFI-00867,Kiosk Owner,Business Expansion,150000.0,9,16,14559.0,1,1,0,2,14,1,0
MFI-00868,Market Trader,Business Expansion,13639.0,18,18,29224.0,1,0,1,4,16,1,0
MFI-00869,Kiosk Owner,Medical Emergency,62578.0,3,15,3009.0,4,0,1,1,32,1,0
MFI-00870,Food Vendor,Stock Purchase,17930.0,9,22,,3,1,1,5,21,0,0
MFI-00871,Market Trader,Medical Emergency,49643.0,9,22,7505.0,1,0,1,2,9,0,0
MFI-00872,Food Vendor,Medical Emergency,31047.0,6,18,6672.0,2,1,1,3,21,0,1
MFI-00873,Jua Kali Artisan,Stock Purchase,12810.0,6,16,25733.0,2,0,1,3,19,0,0
MFI-00874,Boda Boda Operator,Equipment,5015.0,3,18,1974.0,1,0,0,2,3,1,0
MFI-00875,Food Vendor,Stock Purchase,73756.0,18,21,2682.0,2,1,1,4,33,1,0
MFI-00876,Jua Kali Artisan,Business Expansion,23215.0,3,14,2882.0,0,0,1,2,22,0,0
MFI-00877,Kiosk Owner,School Fees,40592.0,9,17,,1,2,0,3,2,0,0
MFI-00878,Market Trader,Equipment,150000.0,6,20,670.0,3,0,1,6,4,0,0
MFI-00879,Food Vendor,Medical Emergency,59816.0,3,17,4147.0,3,0,0,0,3,0,0
MFI-00880,Market Trader,Medical Emergency,3574.0,6,17,10347.0,0,1,1,2,2,0,0
MFI-00881,Jua Kali Artisan,Business Expansion,13633.0,6,21,,0,0,0,5,6,1,0
MFI-00882,Food Vendor,Business Expansion,8325.0,9,21,2170.0,1,1,0,7,20,0,0
MFI-00883,Kiosk Owner,Equipment,18640.0,9,14,16550.0,2,0,1,1,3,0,0
MFI-00884,Kiosk Owner,Equipment,29239.0,9,25,1580.0,1,0,1,5,6,0,0
MFI-00885,Kiosk Owner,Equipment,150000.0,3,26,774.0,2,1,1,3,61,0,0
MFI-00886,Boda Boda Operator,Business Expansion,81244.0,6,14,,0,0,0,3,24,1,0
MFI-00887,Kiosk Owner,School Fees,48298.0,6,16,,0,0,0,4,20,1,0
MFI-00888,Boda Boda Operator,Stock Purchase,51796.0,3,25,4011.0,2,0,1,8,7,0,1
MFI-00889,Food Vendor,Business Expansion,53107.0,12,15,17538.0,4,0,1,3,18,0,0
MFI-00890,Food Vendor,School Fees,8939.0,3,16,16647.0,3,0,1,3,6,0,0
MFI-00891,Jua Kali Artisan,Business Expansion,11760.0,6,17,712.0,1,0,0,1,18,1,0
MFI-00892,Jua Kali Artisan,Stock Purchase,52274.0,9,12,,2,0,1,1,35,0,0
MFI-00893,Market Trader,Equipment,36460.0,18,19,10644.0,0,0,1,0,23,1,0
MFI-00894,Food Vendor,School Fees,46249.0,3,13,1677.0,2,1,0,3,8,1,0
MFI-00895,Market Trader,Equipment,131168.0,6,17,1355.0,0,0,1,2,29,1,0
MFI-00896,Jua Kali Artisan,Stock Purchase,20877.0,6,22,8130.0,2,0,0,2,10,1,0
